"","letter","alpha","lambda","prc.ok","prc.ko"
"1","A",0,380.482708614729,60.9593512696286,39.0406487303714
"2","A",0,315.28424668977,60.9593512696286,39.0406487303714
"3","A",0,261.258012414412,60.9593512696286,39.0406487303714
"4","A",0,216.489563837582,60.9593512696286,39.0406487303714
"5","A",0,179.392512472475,60.9593512696286,39.0406487303714
"6","A",0,148.65230896456,60.9593512696286,39.0406487303714
"7","A",0,123.179661491644,60.9593512696286,39.0406487303714
"8","A",0,102.071936257738,60.9593512696286,39.0406487303714
"9","A",0,84.5811722912583,60.9593512696286,39.0406487303714
"10","A",0,70.0875771387281,60.9593512696286,39.0406487303714
"11","A",0,58.0775642629022,60.9593512696286,39.0406487303714
"12","A",0,48.1255538914574,60.9593512696286,39.0406487303714
"13","A",0,39.8788924217848,60.9593512696286,39.0406487303714
"14","A",0,33.0453559947614,60.9593512696286,39.0406487303714
"15","A",0,27.3827954214693,60.9593512696286,39.0406487303714
"16","A",0,22.6905555265589,60.9593512696286,39.0406487303714
"17","A",0,18.8023648491409,60.9593512696286,39.0406487303714
"18","A",0,15.5804437448176,60.9593512696286,39.0406487303714
"19","A",0,12.9106221070121,60.9593512696286,39.0406487303714
"20","A",0,10.6982937020335,60.9593512696286,39.0406487303714
"21","A",0,8.86506375806682,60.9593512696286,39.0406487303714
"22","A",0,7.34597101401806,60.9627873415112,39.0372126584888
"23","A",0,6.08718579036607,60.9627873415112,39.0372126584888
"24","A",0,5.04410251221057,60.9765316290417,39.0234683709583
"25","A",0,4.17975909228145,61.0933580730509,38.9066419269491
"26","A",0,3.46352716409268,61.4129127581349,38.5870872418651
"27","A",0,2.87002675311128,62.4128096759784,37.5871903240216
"28","A",0,2.37822692686526,64.4572724461396,35.5427275538604
"29","A",0,1.9707005551553,67.1271002989383,32.8728997010617
"30","A",0,1.63300677249015,70.2882864309521,29.7117135690479
"31","A",0,1.35317926004672,73.9786276328901,26.0213723671099
"32","A",0,1.12130221421456,77.5143456001099,22.48565439989
"33","A",0,0.929158975994854,80.3697213345703,19.6302786654297
"34","A",0,0.769940870291195,82.4622891110882,17.5377108889118
"35","A",0,0.638005937692245,84.1528364773391,15.8471635226609
"36","A",0,0.528679009307055,85.3623337800227,14.6376662199773
"37","A",0,0.438086040222265,86.2832010445659,13.7167989554341
"38","A",0,0.363016831118707,86.9532350616775,13.0467649383225
"39","A",0,0.300811273531126,87.3724358313576,12.6275641686424
"40","A",0,0.249265087804781,87.7263512352678,12.2736487647322
"41","A",0,0.20655171353442,87.9153351888122,12.0846648111878
"42","A",0,0.171157584641048,88.1318077174174,11.8681922825826
"43","A",0,0.141828495532069,88.2692505927224,11.7307494072776
"44","A",0,0.117525157807502,88.3688966773185,11.6311033226815
"45","A",0,0.0973863726457926,88.437618114971,11.562381885029
"46","A",0,0.0806985138674692,88.4960313369756,11.5039686630244
"47","A",0,0.0668702402963918,88.564752774628,11.435247225372
"48","A",0,0.0554115413406612,88.6128577809848,11.3871422190152
"49","A",0,0.0459163732646775,88.6334742122805,11.3665257877195
"50","A",0,0.038048270861473,88.6678349311068,11.3321650688932
"51","A",0.25,1.52193083445903,60.9593512696286,39.0406487303714
"52","A",0.25,1.26113698675917,60.9593512696286,39.0406487303714
"53","A",0.25,1.04503204965772,60.9593512696286,39.0406487303714
"54","A",0.25,0.865958255350389,60.9593512696286,39.0406487303714
"55","A",0.25,0.717570049889951,60.9627873415112,39.0372126584888
"56","A",0.25,0.594609235858283,61.1242827199945,38.8757172800055
"57","A",0.25,0.492718645966613,62.1825928598426,37.8174071401574
"58","A",0.25,0.40828774503098,66.910627770333,33.089372229667
"59","A",0.25,0.338324689165057,83.6477339105934,16.3522660894066
"60","A",0.25,0.280350308554932,87.551111569254,12.448888430746
"61","A",0.25,0.232310257051626,88.4170016836752,11.5829983163248
"62","A",0.25,0.192502215565844,88.6884513624025,11.3115486375975
"63","A",0.25,0.159515569687151,88.7537367281724,11.2462632718276
"64","A",0.25,0.132181423979055,88.7262481531114,11.2737518468886
"65","A",0.25,0.109531181685885,88.7193760093461,11.2806239906539
"66","A",0.25,0.090762222106242,88.7331202968766,11.2668797031234
"67","A",0.25,0.0752094593965691,88.7331202968766,11.2668797031234
"68","A",0.25,0.0623217749792748,88.702195649933,11.297804350067
"69","A",0.25,0.051642488428052,88.6815792186373,11.3184207813627
"70","A",0.25,0.042793174808137,88.6884513624025,11.3115486375975
"71","A",0.25,0.0354602550322698,88.6850152905199,11.3149847094801
"72","A",0.25,0.0293838840560744,88.6987595780504,11.3012404219496
"73","A",0.25,0.024348743161466,88.702195649933,11.297804350067
"74","A",0.25,0.0201764100488437,88.7090677936982,11.2909322063018
"75","A",0.25,0.016719036369127,88.7331202968766,11.2668797031234
"76","A",0.25,0.0138541086563717,88.7640449438202,11.2359550561798
"77","A",0.25,0.0114801070124459,88.7915335188812,11.2084664811188
"78","A",0.25,0.00951290770746171,88.8190220939422,11.1809779060578
"79","A",0.25,0.00788280222062177,88.8258942377075,11.1741057622925
"80","A",0.25,0.00653202708996109,88.8430745971206,11.1569254028794
"81","A",0.25,0.00541271704018727,88.8568188846511,11.1431811153489
"82","A",0.25,0.00448520885685858,88.8671271002989,11.1328728997011
"83","A",0.25,0.00371663590397968,88.8843074597121,11.1156925402879
"84","A",0.25,0.003079763481165,88.8843074597121,11.1156925402879
"85","A",0.25,0.00255202375076916,88.8946156753599,11.1053843246401
"86","A",0.25,0.00211471603722837,88.8946156753599,11.1053843246401
"87","A",0.25,0.00175234416088919,88.8946156753599,11.1053843246401
"88","A",0.25,0.00145206732447493,88.8946156753599,11.1053843246401
"89","A",0.25,0.00120324509412459,88.8946156753599,11.1053843246401
"90","A",0.25,0.000997060351219197,88.8946156753599,11.1053843246401
"91","A",0.25,0.000826206854137741,88.8946156753599,11.1053843246401
"92","A",0.25,0.000684630338564243,88.8911796034773,11.1088203965227
"93","A",0.25,0.000567313982128316,88.8877435315947,11.1122564684053
"94","A",0.25,0.000470100631230041,88.8877435315947,11.1122564684053
"95","A",0.25,0.000389545490583198,88.8911796034773,11.1088203965227
"96","A",0.25,0.0003227940554699,88.8980517472425,11.1019482527574
"97","A",0.25,0.000267480961185587,88.9083599628904,11.0916400371096
"98","A",0.25,0.000221646165362661,88.9049238910078,11.0950761089922
"99","A",0.25,0.000183665493058723,88.9083599628904,11.0916400371096
"100","A",0.25,0.000152193083445903,88.9083599628904,11.0916400371096
"101","A",0.5,0.760965417229514,60.9593512696286,39.0406487303714
"102","A",0.5,0.630568493379586,60.9593512696286,39.0406487303714
"103","A",0.5,0.522516024828861,60.9593512696286,39.0406487303714
"104","A",0.5,0.432979127675194,60.9593512696286,39.0406487303714
"105","A",0.5,0.358785024944976,61.193004157647,38.806995842353
"106","A",0.5,0.297304617929142,76.1570972064736,23.8429027935264
"107","A",0.5,0.246359322983306,85.2489434078961,14.7510565921039
"108","A",0.5,0.20414387251549,88.0493419922345,11.9506580077655
"109","A",0.5,0.169162344582529,88.564752774628,11.435247225372
"110","A",0.5,0.140175154277466,88.7262481531114,11.2737518468886
"111","A",0.5,0.116155128525813,88.8087138782943,11.1912861217057
"112","A",0.5,0.0962511077829218,88.7915335188812,11.2084664811188
"113","A",0.5,0.0797577848435754,88.7434285125245,11.2565714874755
"114","A",0.5,0.0660907119895277,88.7056317218156,11.2943682781844
"115","A",0.5,0.0547655908429425,88.702195649933,11.297804350067
"116","A",0.5,0.045381111053121,88.729684224994,11.270315775006
"117","A",0.5,0.0376047296982846,88.729684224994,11.270315775006
"118","A",0.5,0.0311608874896374,88.7090677936982,11.2909322063018
"119","A",0.5,0.025821244214026,88.7262481531114,11.2737518468886
"120","A",0.5,0.0213965874040685,88.7228120812287,11.2771879187713
"121","A",0.5,0.0177301275161349,88.7159399374635,11.2840600625365
"122","A",0.5,0.0146919420280372,88.7262481531114,11.2737518468886
"123","A",0.5,0.012174371580733,88.729684224994,11.270315775006
"124","A",0.5,0.0100882050244219,88.7503006562897,11.2496993437103
"125","A",0.5,0.0083595181845635,88.7777892313507,11.2222107686493
"126","A",0.5,0.00692705432818585,88.7984056626465,11.2015943373535
"127","A",0.5,0.00574005350622297,88.8258942377075,11.1741057622925
"128","A",0.5,0.00475645385373086,88.8533828127684,11.1466171872316
"129","A",0.5,0.00394140111031089,88.8602549565337,11.1397450434663
"130","A",0.5,0.00326601354498054,88.8602549565337,11.1397450434663
"131","A",0.5,0.00270635852009364,88.8808713878294,11.1191286121706
"132","A",0.5,0.00224260442842929,88.8843074597121,11.1156925402879
"133","A",0.5,0.00185831795198984,88.9014878191252,11.0985121808748
"134","A",0.5,0.0015398817405825,88.9014878191252,11.0985121808748
"135","A",0.5,0.00127601187538458,88.8980517472425,11.1019482527574
"136","A",0.5,0.00105735801861419,88.9083599628904,11.0916400371096
"137","A",0.5,0.000876172080444594,88.9049238910078,11.0950761089922
"138","A",0.5,0.000726033662237466,88.9014878191252,11.0985121808748
"139","A",0.5,0.000601622547062295,88.9049238910078,11.0950761089922
"140","A",0.5,0.000498530175609598,88.9014878191252,11.0985121808748
"141","A",0.5,0.00041310342706887,88.9014878191252,11.0985121808748
"142","A",0.5,0.000342315169282122,88.8980517472425,11.1019482527574
"143","A",0.5,0.000283656991064158,88.8980517472425,11.1019482527574
"144","A",0.5,0.00023505031561502,88.8980517472425,11.1019482527574
"145","A",0.5,0.000194772745291599,88.9049238910078,11.0950761089922
"146","A",0.5,0.00016139702773495,88.8980517472425,11.1019482527574
"147","A",0.5,0.000133740480592793,88.9014878191252,11.0985121808748
"148","A",0.5,0.00011082308268133,88.9049238910078,11.0950761089922
"149","A",0.5,9.18327465293616e-05,88.9049238910078,11.0950761089922
"150","A",0.75,0.507310278153009,60.9593512696286,39.0406487303714
"151","A",0.75,0.420378995586391,60.9593512696286,39.0406487303714
"152","A",0.75,0.348344016552574,60.9593512696286,39.0406487303714
"153","A",0.75,0.288652751783463,60.9593512696286,39.0406487303714
"154","A",0.75,0.239190016629984,74.4115726901007,25.5884273098993
"155","A",0.75,0.198203078619428,85.2661237673092,14.7338762326908
"156","A",0.75,0.164239548655538,88.0527780641171,11.9472219358829
"157","A",0.75,0.136095915010327,88.5681888465107,11.4318111534893
"158","A",0.75,0.112774896388353,88.7228120812287,11.2771879187713
"159","A",0.75,0.0934501028516442,88.8155860220596,11.1844139779404
