"","letter","alpha","lambda","prc.ok","prc.ko"
"258","B",0,9.47147103668743,73.4082397003745,26.5917602996255
"259","B",0,7.84846602285351,75.4527024705357,24.5472975294643
"260","B",0,6.50357464783311,77.0264233927774,22.9735766072226
"261","B",0,5.38914012964785,78.2427928392262,21.7572071607738
"262","B",0,4.46567202033385,79.4454179981445,20.5545820018555
"263","B",0,3.70044684558902,80.235714531148,19.764285468852
"264","B",0,3.06634853493026,80.8885681888465,19.1114318111535
"265","B",0,2.54090755252351,81.4761364807752,18.5238635192248
"266","B",0,2.10550467989049,81.8403601003333,18.1596398996667
"267","B",0,1.74471123620297,82.1392983541216,17.8607016458784
"268","B",0,1.44574235659795,82.3970037453184,17.6029962546816
"269","B",0,1.19800395520479,82.6718894959283,17.3281105040717
"270","B",0,0.99271731933178,82.9055423839467,17.0944576160533
"271","B",0,0.822608032151956,83.0876541937257,16.9123458062743
"272","B",0,0.681648200734932,83.2835102910353,16.7164897089647
"273","B",0,0.564842855168401,83.4072088788097,16.5927911211903
"274","B",0,0.4680529497339,83.5377796103494,16.4622203896506
"275","B",0,0.387848694110314,83.5858846167062,16.4141153832938
"276","B",0,0.321388017335639,83.623681407415,16.376318592585
"277","B",0,0.266315857847273,83.6374256949455,16.3625743050545
"278","B",0,0.220680710901738,83.6546060543587,16.3453939456413
"279","B",0,0.182865476197159,83.6649142700065,16.3350857299935
"280","B",0,0.151530155255406,83.6683503418892,16.3316496581108
"281","B",0,0.125564368021941,83.678658557537,16.321341442463
"282","B",0,0.104048006089447,83.678658557537,16.321341442463
"283","B",0,0.0862186282759606,83.6924028450675,16.3075971549325
"284","B",0,0.0714444432063192,83.6924028450675,16.3075971549325
"285","B",0,0.0592019215235434,83.7027110607154,16.2972889392846
"286","B",0,0.0490572444095944,83.7095832044806,16.2904167955194
"287","B",0,0.0406509310361763,83.706147132598,16.293852867402
"288","B",0,0.0336851002129417,83.7130192763633,16.2869807236367
"289","B",0.25,1.3474040085176,52.0771054530461,47.9228945469539
"290","B",0.25,1.11651659377354,52.0771054530461,47.9228945469539
"291","B",0.25,0.925193406202777,83.7198914201285,16.2801085798715
"292","B",0.25,0.76665482954274,83.7198914201285,16.2801085798715
"293","B",0.25,0.635282983774731,83.7198914201285,16.2801085798715
"294","B",0.25,0.526422653222491,83.7198914201285,16.2801085798715
"295","B",0.25,0.436216327059805,83.7198914201285,16.2801085798715
"296","B",0.25,0.361467506819323,83.7198914201285,16.2801085798715
"297","B",0.25,0.299527437147633,83.7198914201285,16.2801085798715
"298","B",0.25,0.248201246064072,83.7198914201285,16.2801085798715
"299","B",0.25,0.20567016876452,83.7198914201285,16.2801085798715
"300","B",0.25,0.170427098938523,83.7198914201285,16.2801085798715
"301","B",0.25,0.141223183833997,83.7198914201285,16.2801085798715
"302","B",0.25,0.11702357064357,83.7198914201285,16.2801085798715
"303","B",0.25,0.0969707360674443,83.7198914201285,16.2801085798715
"304","B",0.25,0.0803540996206868,83.7198914201285,16.2801085798715
"305","B",0.25,0.0665848439199275,83.7198914201285,16.2801085798715
"306","B",0.25,0.0551750496959051,83.7198914201285,16.2801085798715
"307","B",0.25,0.0457204061724098,83.7198914201285,16.2801085798715
"308","B",0.25,0.0378858841467481,83.7198914201285,16.2801085798715
"309","B",0.25,0.0313938640914127,83.7198914201285,16.2801085798715
"310","B",0.25,0.0260142985913313,83.7198914201285,16.2801085798715
"311","B",0.25,0.0215565605185905,83.7198914201285,16.2801085798715
"312","B",0.25,0.0178626880813346,83.7198914201285,16.2801085798715
"313","B",0.25,0.0148017873823554,83.7198914201285,16.2801085798715
"314","B",0.25,0.0122653941397205,83.7198914201285,16.2801085798715
"315","B",0.25,0.0101636302100936,83.7198914201285,16.2801085798715
"316","B",0.25,0.00842201871956159,83.7198914201285,16.2801085798715
"317","B",0.25,0.00697884494481158,83.7198914201285,16.2801085798715
"318","B",0.25,0.00578296942639156,83.7164553482459,16.2835446517541
"319","B",0.25,0.00479201582081897,83.7164553482459,16.2835446517541
"320","B",0.25,0.00397086927732695,83.7164553482459,16.2835446517541
"321","B",0.25,0.00329043212860768,83.7198914201285,16.2801085798715
"322","B",0.25,0.00272659280293961,83.7267635638938,16.2732364361062
"323","B",0.25,0.0022593714206735,83.7267635638938,16.2732364361062
"324","B",0.25,0.00187221179893552,83.7233274920111,16.2766725079889
"325","B",0.25,0.00155139477644119,83.7405078514243,16.2594921485757
"326","B",0.25,0.0012855520693425,83.7439439233069,16.2560560766931
"327","B",0.25,0.00106526343138904,83.7439439233069,16.2560560766931
"328","B",0.25,0.000882722843606914,83.7439439233069,16.2560560766931
"329","B",0.25,0.000731461904788605,83.7370717795416,16.2629282204584
"330","B",0.25,0.000606120621021599,83.7370717795416,16.2629282204584
"331","B",0.25,0.000502257472087741,83.7405078514243,16.2594921485757
"332","B",0.25,0.00041619202435777,83.7439439233069,16.2560560766931
"333","B",0.25,0.000344874513103827,83.7370717795416,16.2629282204584
"334","B",0.25,0.000285777772825264,83.7473799951895,16.2526200048105
"335","B",0.25,0.000236807686094163,83.7439439233069,16.2560560766931
"336","B",0.25,0.000196228977638369,83.7439439233069,16.2560560766931
"337","B",0.5,0.673702004258802,52.0771054530461,47.9228945469539
"338","B",0.5,0.558258296886772,83.7198914201285,16.2801085798715
"339","B",0.5,0.462596703101389,83.7198914201285,16.2801085798715
"340","B",0.5,0.38332741477137,83.7198914201285,16.2801085798715
"341","B",0.5,0.317641491887366,83.7198914201285,16.2801085798715
"342","B",0.5,0.263211326611246,83.7198914201285,16.2801085798715
"343","B",0.5,0.218108163529902,83.7198914201285,16.2801085798715
"344","B",0.5,0.180733753409661,83.7198914201285,16.2801085798715
"345","B",0.5,0.149763718573817,83.7198914201285,16.2801085798715
"346","B",0.5,0.124100623032036,83.7198914201285,16.2801085798715
"347","B",0.5,0.10283508438226,83.7198914201285,16.2801085798715
"348","B",0.5,0.0852135494692615,83.7198914201285,16.2801085798715
"349","B",0.5,0.0706115919169987,83.7198914201285,16.2801085798715
"350","B",0.5,0.0585117853217852,83.7198914201285,16.2801085798715
"351","B",0.5,0.0484853680337222,83.7198914201285,16.2801085798715
"352","B",0.5,0.0401770498103434,83.7198914201285,16.2801085798715
"353","B",0.5,0.0332924219599637,83.7198914201285,16.2801085798715
"354","B",0.5,0.0275875248479525,83.7198914201285,16.2801085798715
"355","B",0.5,0.0228602030862049,83.7198914201285,16.2801085798715
"356","B",0.5,0.018942942073374,83.7198914201285,16.2801085798715
"357","B",0.5,0.0156969320457063,83.7198914201285,16.2801085798715
"358","B",0.5,0.0130071492956656,83.7198914201285,16.2801085798715
"359","B",0.5,0.0107782802592952,83.7198914201285,16.2801085798715
"360","B",0.5,0.00893134404066731,83.7198914201285,16.2801085798715
"361","B",0.5,0.00740089369117772,83.7198914201285,16.2801085798715
"362","B",0.5,0.00613269706986025,83.7198914201285,16.2801085798715
"363","B",0.5,0.00508181510504679,83.7198914201285,16.2801085798715
"364","B",0.5,0.0042110093597808,83.7198914201285,16.2801085798715
"365","B",0.5,0.00348942247240579,83.7130192763633,16.2869807236367
"366","B",0.5,0.00289148471319578,83.7164553482459,16.2835446517541
"367","B",0.5,0.00239600791040948,83.7164553482459,16.2835446517541
"368","B",0.5,0.00198543463866347,83.7164553482459,16.2835446517541
"369","B",0.5,0.00164521606430384,83.7233274920111,16.2766725079889
"370","B",0.5,0.0013632964014698,83.7267635638938,16.2732364361062
"371","B",0.5,0.00112968571033675,83.7267635638938,16.2732364361062
"372","B",0.5,0.00093610589946776,83.7301996357764,16.2698003642236
"373","B",0.5,0.000775697388220593,83.7439439233069,16.2560560766931
"374","B",0.5,0.000642776034671249,83.7439439233069,16.2560560766931
"375","B",0.5,0.000532631715694522,83.7405078514243,16.2594921485757
"376","B",0.5,0.000441361421803457,83.7439439233069,16.2560560766931
"377","B",0.5,0.000365730952394303,83.7370717795416,16.2629282204584
"378","B",0.5,0.000303060310510799,83.7405078514243,16.2594921485757
"379","B",0.5,0.000251128736043871,83.7439439233069,16.2560560766931
"380","B",0.5,0.000208096012178885,83.7370717795416,16.2629282204584
"381","B",0.5,0.000172437256551914,83.7439439233069,16.2560560766931
"382","B",0.5,0.000142888886412632,83.7473799951895,16.2526200048105
"383","B",0.5,0.000118403843047082,83.7439439233069,16.2560560766931
"384","B",0.5,9.81144888191846e-05,83.7439439233069,16.2560560766931
"385","B",0.75,0.449134669505868,52.0771054530461,47.9228945469539
"386","B",0.75,0.372172197924515,83.7198914201285,16.2801085798715
"387","B",0.75,0.308397802067592,83.7198914201285,16.2801085798715
"388","B",0.75,0.25555160984758,83.7198914201285,16.2801085798715
"389","B",0.75,0.211760994591577,83.7198914201285,16.2801085798715
"390","B",0.75,0.17547421774083,83.7198914201285,16.2801085798715
"391","B",0.75,0.145405442353268,83.7198914201285,16.2801085798715
"392","B",0.75,0.120489168939774,83.7198914201285,16.2801085798715
"393","B",0.75,0.099842479049211,83.7198914201285,16.2801085798715
"394","B",0.75,0.082733748688024,83.7198914201285,16.2801085798715
"395","B",0.75,0.0685567229215068,83.7198914201285,16.2801085798715
"396","B",0.75,0.0568090329795077,83.7198914201285,16.2801085798715
"397","B",0.75,0.0470743946113325,83.7198914201285,16.2801085798715
"398","B",0.75,0.0390078568811901,83.7198914201285,16.2801085798715
"399","B",0.75,0.0323235786891481,83.7198914201285,16.2801085798715
"400","B",0.75,0.0267846998735623,83.7198914201285,16.2801085798715
"401","B",0.75,0.0221949479733091,83.7198914201285,16.2801085798715
"402","B",0.75,0.0183916832319684,83.7198914201285,16.2801085798715
"403","B",0.75,0.0152401353908033,83.7198914201285,16.2801085798715
"404","B",0.75,0.012628628048916,83.7198914201285,16.2801085798715
"405","B",0.75,0.0104646213638042,83.7198914201285,16.2801085798715
"406","B",0.75,0.0086714328637771,83.7198914201285,16.2801085798715
"407","B",0.75,0.00718552017286349,83.7198914201285,16.2801085798715
"408","B",0.75,0.00595422936044487,83.7198914201285,16.2801085798715
"409","B",0.75,0.00493392912745182,83.7198914201285,16.2801085798715
"410","B",0.75,0.00408846471324017,83.7198914201285,16.2801085798715
"411","B",0.75,0.00338787673669786,83.7198914201285,16.2801085798715
"412","B",0.75,0.0028073395731872,83.7198914201285,16.2801085798715
"413","B",0.75,0.00232628164827053,83.7130192763633,16.2869807236367
"414","B",0.75,0.00192765647546385,83.7164553482459,16.2835446517541
"415","B",0.75,0.00159733860693966,83.7198914201285,16.2801085798715
"416","B",0.75,0.00132362309244232,83.7164553482459,16.2835446517541
"417","B",0.75,0.00109681070953589,83.7233274920111,16.2766725079889
"418","B",0.75,0.000908864267646536,83.7267635638938,16.2732364361062
"419","B",0.75,0.000753123806891168,83.7267635638938,16.2732364361062
"420","B",0.75,0.000624070599645173,83.7370717795416,16.2629282204584
"421","B",0.75,0.000517131592147062,83.7439439233069,16.2560560766931
"422","B",0.75,0.000428517356447499,83.7439439233069,16.2560560766931
"423","B",0.75,0.000355087810463015,83.7405078514243,16.2594921485757
"424","B",0.75,0.000294240947868971,83.7405078514243,16.2594921485757
