"","size.train","error.rf.test","error.rf.train","error.rf.test.0","error.rf.train.0","error.rf.test.0.1","error.rf.train.0.1","error.rf.test.1","error.rf.train.1"
"1",0.5,0.0487088294417813,0,0.0233493118911396,0,0.037008401628782,0,0.0370599453636411,0
"2",0.7,0.047987217153755,3.6814107165866e-05,0.0229369620122674,3.6814107165866e-05,0.0366475954847688,1.8407053582933e-05,0.0363898768104737,1.8407053582933e-05
"3",0.9,0.0482449358280501,1.43168021990608e-05,0.0228854182774084,1.43168021990608e-05,0.037008401628782,0,0.0365960517499098,1.43168021990608e-05
