"","size.train","error.rf.test","error.rf.train","error.rf.test.0","error.rf.train.0","error.rf.test.1","error.rf.train.1","error.rf.test.2","error.rf.train.2","error.rf.test.3","error.rf.train.3"
"1",0.5,0.0714948453608247,0,0.0280412371134021,0,0.0390721649484536,0,0.0561855670103093,0,0.0196907216494845,0
"2",0.7,0.0710824742268041,0,0.027680412371134,0,0.0391237113402062,0,0.0562371134020619,0,0.0191237113402062,0
"3",0.9,0.0711855670103093,0,0.0280412371134021,0,0.0391237113402062,0,0.0565463917525773,0,0.018659793814433,0
