"","size.train","error.rf.test","error.rf.train","error.rf.test.1","error.rf.train.1","error.rf.test.2","error.rf.train.2","error.rf.test.3","error.rf.train.3","error.rf.test.4","error.rf.train.4"
"1",0.5,0.0726288659793814,0,0.0356701030927835,0,0.0445876288659794,0,0.0483505154639175,0,0.0166494845360825,0
"2",0.7,0.0727835051546392,0,0.0359278350515464,0,0.0445876288659794,0,0.0484020618556701,0,0.0166494845360825,0
"3",0.9,0.0725773195876289,0,0.0356185567010309,0,0.0447422680412371,0,0.0484536082474227,0,0.016340206185567,0
