"","size.train","error.glm.test","error.glm.train","error.glm.test.0","error.glm.train.0","error.glm.test.1","error.glm.train.1"
"1",0.5,0.0630895314674501,0.0621843108957839,0.0630895314674501,0.0621843108957839,0.0630895314674501,0.0621843108957839
"2",0.7,0.0630379877325911,0.0619397353065695,0.0630379877325911,0.0619397353065695,0.0630379877325911,0.0619397353065695
"3",0.9,0.0630379877325911,0.0630511968846638,0.0630379877325911,0.0630511968846638,0.0630379877325911,0.0630511968846638
