"","size.train","error.glm.test","error.glm.train","error.glm.test.0","error.glm.train.0","error.glm.test.1","error.glm.train.1","error.glm.test.2","error.glm.train.2"
"1",0.1,0.0701546391752577,0.0694408657562484,0.0325773195876289,0.0337541870651894,0.0624742268041237,0.0615820664777119,0.0452577319587629,0.0435454779695955
"2",0.3,0.0689690721649485,0.070133997594915,0.031701030927835,0.0323827521044494,0.0615979381443299,0.0630475863253736,0.044639175257732,0.0448376567600069
"3",0.5,0.0688144329896907,0.0715114031696946,0.0314948453608247,0.0337843061461152,0.0616494845360825,0.0638835201649272,0.0444845360824742,0.0453549800283469
