"","size.train","error.glm.test","error.glm.train"
"1",0.3,0.0471698113207547,0.0434147807789754
"2",0.4,0.0471182596143932,0.0424517666763294
"3",0.5,0.0471698113207547,0.0440642152189038
"4",0.6,0.0471698113207547,0.0431151096128658
"5",0.7,0.0471182596143932,0.0425907861073788
"6",0.8,0.0471182596143932,0.0431617599690781
"7",0.9,0.0470667079080318,0.0430898731640278
