"","size.train","error.glm.test","error.glm.train","error.glm.test.1","error.glm.train.1","error.glm.test.2","error.glm.train.2","error.glm.test.3","error.glm.train.3"
"1",0.1,0.0577289830421112,0.0453432951178668,0.0288644915210556,0.0194512430761304,0.0428843874027112,0.0378719567177637,0.0437090871604556,0.0333633904418395
"2",0.3,0.0512344724498737,0.0456536677546813,0.0251017988763466,0.0210444940731833,0.0386578011442709,0.0355179522418828,0.0387093448791299,0.0347448891942965
"3",0.5,0.0504613164269883,0.0470042520293777,0.0248440802020514,0.0217497745135936,0.0378331013865265,0.0369282308980801,0.0382454512653987,0.0353304986470816
