"","size.train","error.rf.test","error.rf.train","error.rf.test.0","error.rf.train.0","error.rf.test.1","error.rf.train.1","error.rf.test.2","error.rf.train.2"
"1",0.5,0.0685051546391753,0.000180389125112743,0.0318556701030928,0.000128849375080531,0.0613917525773196,0.000154619250096637,0.0437628865979381,7.73096250483185e-05
"2",0.7,0.0686082474226804,0.000331320865851863,0.0320618556701031,0.000184067147695479,0.0613917525773196,0.000331320865851863,0.0437628865979381,0.000147253718156383
"3",0.9,0.0684536082474227,0.000501080903090953,0.031701030927835,0.000372231528010422,0.0614432989690722,0.000415181319703933,0.0437628865979381,0.000214748958467551
