"","size.train","error.rf.test","error.rf.train","error.rf.test.0","error.rf.train.0","error.rf.test.1","error.rf.train.1"
"1",0.5,0.0647904747177981,0,0.0647904747177981,0,0.0647904747177981,0
"2",0.7,0.0643781248389258,0,0.0643781248389258,0,0.0643781248389258,0
"3",0.9,0.0644812123086439,0,0.0644812123086439,0,0.0644812123086439,0
