"","size.train","error.glm.test","error.glm.train","error.glm.test.a","error.glm.train.a","error.glm.test.b","error.glm.train.b","error.glm.test.c","error.glm.train.c","error.glm.test.d","error.glm.train.d","error.glm.test.e","error.glm.train.e","error.glm.test.f","error.glm.train.f","error.glm.test.g","error.glm.train.g","error.glm.test.h","error.glm.train.h","error.glm.test.i","error.glm.train.i"
"1",0.1,0.927879162800289,0.924008243173622,0.0568099804103516,0.0540958268933539,0.0550056706876998,0.0570582174137043,0.558820496958449,0.555255023183926,0.205330446437777,0.202859350850077,0.349829879369007,0.348789283874292,0.290339210227859,0.294178258629572,0.188473038457573,0.181993817619784,0.091504278791628,0.0906749098402885,0.059645324260233,0.0631117980422463
"2",0.3,0.0483039488607073,0.0404912190304436,0.000979482420868131,0,0.000824827301783689,0,0.00427879162800289,0.00287689467130405,0.0154655119084442,0.0130104341105243,0.0289720589751521,0.0258491133152991,0.0270130941334158,0.0231439735497445,0.0136096504794309,0.0122804757610889,0.00402103309619548,0.00382154665292627,0.00144344777812146,0
"3",0.5,0.0509330858851428,0.0415131290746515,0.000515517063614806,0,0.00206206825445922,0,0.00463965357253325,0.00329837400468988,0.0156717187338901,0.013373875847141,0.0290236106815136,0.0263612234906074,0.0276832663161151,0.0242997397376762,0.0141251675430457,0.0123946710644987,0.00474275698525621,0.00329837400468988,0.00340241261985772,0
